product_id,product_name,category,subcategory,base_price,cost_price,brand
151,TechNova Tablets UD-151,Electronics,Tablets,68655.9,54067.44,TechNova
152,ByteWave Headphones RP-152,Electronics,Headphones,74803.09,59175.37,ByteWave
153,PixelPro Smartphones PG-153,Electronics,Smartphones,49719.92,42949.92,PixelPro
154,TechNova Laptops DZ-154,Electronics,Laptops,119440.17,96635.91,TechNova
155,TechNova Laptops UV-155,Electronics,Laptops,95596.89,85364.73,TechNova
156,PixelPro Smartphones ZG-156,Electronics,Smartphones,66957.23,52504.66,PixelPro
157,PixelPro Headphones PM-157,Electronics,Headphones,107113.96,87535.02,PixelPro
158,VoltEdge Cameras MI-158,Electronics,Cameras,52821.43,46477.46,VoltEdge
159,ByteWave Cameras CI-159,Electronics,Cameras,81362.72,63401.35,ByteWave
160,PixelPro Tablets BL-160,Electronics,Tablets,46421.09,37671.29,PixelPro
161,VoltEdge Headphones RD-161,Electronics,Headphones,113403.2,96138.89,VoltEdge
162,ClearView Laptops PE-162,Electronics,Laptops,40053.09,32902.0,ClearView
163,ByteWave Laptops CZ-163,Electronics,Laptops,100373.08,83419.86,ByteWave
164,PixelPro Laptops JG-164,Electronics,Laptops,97039.05,86371.02,PixelPro
165,PixelPro Cameras DP-165,Electronics,Cameras,79117.49,67082.77,PixelPro
166,VoltEdge Headphones IA-166,Electronics,Headphones,33057.62,29375.68,VoltEdge
167,VoltEdge Laptops FW-167,Electronics,Laptops,20798.09,16718.94,VoltEdge
168,TechNova Tablets PK-168,Electronics,Tablets,112511.4,93261.35,TechNova
169,PixelPro Cameras AF-169,Electronics,Cameras,76834.18,66570.87,PixelPro
170,ByteWave Cameras EN-170,Electronics,Cameras,45755.0,38793.7,ByteWave
171,TechNova Cameras ZD-171,Electronics,Cameras,68665.24,58132.08,TechNova
172,TechNova Smartphones KY-172,Electronics,Smartphones,64913.49,51699.75,TechNova
173,PixelPro Laptops AY-173,Electronics,Laptops,100728.66,81168.66,PixelPro
174,ByteWave Headphones QY-174,Electronics,Headphones,4314.0,3320.72,ByteWave
175,VoltEdge Laptops YD-175,Electronics,Laptops,26327.04,22867.6,VoltEdge
176,ClearView Smartphones SB-176,Electronics,Smartphones,48638.55,40400.14,ClearView
177,PixelPro Cameras SU-177,Electronics,Cameras,8438.67,7275.27,PixelPro
178,VoltEdge Headphones YJ-178,Electronics,Headphones,68385.73,60447.8,VoltEdge
179,VoltEdge Smartphones QT-179,Electronics,Smartphones,52056.82,46032.26,VoltEdge
180,ClearView Cameras FJ-180,Electronics,Cameras,6428.61,5475.17,ClearView
181,ClearView Smartphones MS-181,Electronics,Smartphones,32219.19,27339.95,ClearView
182,ClearView Laptops ND-182,Electronics,Laptops,46967.62,37699.81,ClearView
183,ClearView Smartphones LV-183,Electronics,Smartphones,68989.89,56017.99,ClearView
184,ClearView Laptops ID-184,Electronics,Laptops,19437.22,16666.13,ClearView
185,PixelPro Tablets VU-185,Electronics,Tablets,77514.18,66921.64,PixelPro
186,ByteWave Headphones DD-186,Electronics,Headphones,43972.17,33416.48,ByteWave
187,ByteWave Cameras LE-187,Electronics,Cameras,22495.96,19416.41,ByteWave
188,VoltEdge Tablets GH-188,Electronics,Tablets,14634.4,11401.96,VoltEdge
189,VoltEdge Laptops KD-189,Electronics,Laptops,67465.88,56566.12,VoltEdge
190,PixelPro Tablets GF-190,Electronics,Tablets,73695.81,56185.0,PixelPro
191,VoltEdge Laptops LE-191,Electronics,Laptops,103324.24,81856.71,VoltEdge
192,PixelPro Headphones ME-192,Electronics,Headphones,37877.47,29717.76,PixelPro
193,ClearView Smartphones RP-193,Electronics,Smartphones,55477.81,45705.86,ClearView
194,ClearView Laptops ZH-194,Electronics,Laptops,17895.26,14466.65,ClearView
195,VoltEdge Cameras KP-195,Electronics,Cameras,116773.74,99479.98,VoltEdge
196,TechNova Headphones LM-196,Electronics,Headphones,48676.89,40492.35,TechNova
197,PixelPro Cameras CN-197,Electronics,Cameras,123785.19,105421.28,PixelPro
198,ClearView Smartphones FA-198,Electronics,Smartphones,34811.52,27771.75,ClearView
199,TechNova Laptops QL-199,Electronics,Laptops,76072.29,63083.98,TechNova
200,TechNova Headphones KH-200,Electronics,Headphones,106938.02,84278.26,TechNova
201,ByteWave Smartphones UQ-201,Electronics,Smartphones,92434.96,70181.14,ByteWave
202,VoltEdge Tablets NQ-202,Electronics,Tablets,12046.05,9502.31,VoltEdge
203,ByteWave Tablets TU-203,Electronics,Tablets,20912.46,16326.56,ByteWave
204,VoltEdge Tablets PQ-204,Electronics,Tablets,23876.16,18571.21,VoltEdge
205,PixelPro Headphones ZI-205,Electronics,Headphones,113851.8,97066.69,PixelPro
206,TechNova Smartphones QP-206,Electronics,Smartphones,86640.83,72103.17,TechNova
207,ByteWave Headphones TD-207,Electronics,Headphones,40466.72,31882.05,ByteWave
208,TechNova Laptops UW-208,Electronics,Laptops,46998.86,39539.09,TechNova
209,ByteWave Smartphones EA-209,Electronics,Smartphones,113683.13,91670.02,ByteWave
210,VoltEdge Headphones DN-210,Electronics,Headphones,79952.67,67940.91,VoltEdge
211,ByteWave Tablets KG-211,Electronics,Tablets,63946.26,50439.59,ByteWave
212,ClearView Headphones EI-212,Electronics,Headphones,124720.81,98172.68,ClearView
213,ByteWave Cameras NG-213,Electronics,Cameras,98207.2,86278.05,ByteWave
214,PixelPro Tablets QI-214,Electronics,Tablets,96257.5,73972.46,PixelPro
215,ByteWave Laptops WE-215,Electronics,Laptops,17386.44,13440.28,ByteWave
216,ByteWave Tablets PX-216,Electronics,Tablets,69323.14,57333.45,ByteWave
217,ClearView Tablets SK-217,Electronics,Tablets,97397.72,87479.67,ClearView
218,VoltEdge Headphones CI-218,Electronics,Headphones,72426.51,57403.31,VoltEdge
219,ByteWave Headphones TT-219,Electronics,Headphones,104042.66,78670.69,ByteWave
220,VoltEdge Smartphones NZ-220,Electronics,Smartphones,22555.52,18316.56,VoltEdge
221,TechNova Smartphones PH-221,Electronics,Smartphones,34977.88,27670.5,TechNova
222,ClearView Headphones AQ-222,Electronics,Headphones,16367.73,12475.28,ClearView
223,ByteWave Cameras JT-223,Electronics,Cameras,89575.87,78568.71,ByteWave
224,PixelPro Tablets QG-224,Electronics,Tablets,12339.51,10962.44,PixelPro
225,VoltEdge Laptops IQ-225,Electronics,Laptops,58551.56,51701.86,VoltEdge
226,PixelPro Cameras HG-226,Electronics,Cameras,105506.67,92983.09,PixelPro
227,TechNova Laptops VJ-227,Electronics,Laptops,109257.46,89828.67,TechNova
228,TechNova Cameras JR-228,Electronics,Cameras,94054.21,81748.44,TechNova
229,ByteWave Laptops SM-229,Electronics,Laptops,77050.31,68024.63,ByteWave
230,TechNova Tablets NT-230,Electronics,Tablets,108485.7,82617.93,TechNova
231,VoltEdge Smartphones VN-231,Electronics,Smartphones,93237.65,77589.32,VoltEdge
232,VoltEdge Headphones RO-232,Electronics,Headphones,58745.18,51629.46,VoltEdge
233,ClearView Laptops QG-233,Electronics,Laptops,54689.98,41716.05,ClearView
234,ByteWave Laptops FQ-234,Electronics,Laptops,74251.19,59784.11,ByteWave
235,PixelPro Tablets DF-235,Electronics,Tablets,84288.02,73608.27,PixelPro
236,TechNova Tablets OB-236,Electronics,Tablets,21988.19,18421.85,TechNova
237,ByteWave Tablets RC-237,Electronics,Tablets,26320.01,22505.2,ByteWave
238,VoltEdge Cameras AV-238,Electronics,Cameras,29398.58,22498.49,VoltEdge
239,TechNova Cameras XI-239,Electronics,Cameras,8422.51,6983.86,TechNova
240,PixelPro Headphones OQ-240,Electronics,Headphones,39579.41,31382.16,PixelPro
241,PixelPro Smartphones KV-241,Electronics,Smartphones,68669.16,56846.86,PixelPro
242,ClearView Headphones CJ-242,Electronics,Headphones,26013.3,20049.29,ClearView
243,PixelPro Headphones TB-243,Electronics,Headphones,36760.11,29533.07,PixelPro
244,TechNova Tablets JA-244,Electronics,Tablets,7071.75,6198.93,TechNova
245,ByteWave Smartphones HE-245,Electronics,Smartphones,53366.12,43613.01,ByteWave
246,VoltEdge Headphones SJ-246,Electronics,Headphones,65166.45,52833.22,VoltEdge
247,ByteWave Laptops IC-247,Electronics,Laptops,25603.9,20536.58,ByteWave
248,VoltEdge Smartphones XL-248,Electronics,Smartphones,33423.84,26460.32,VoltEdge
249,ClearView Headphones JJ-249,Electronics,Headphones,118273.58,103943.28,ClearView
250,PixelPro Smartphones BI-250,Electronics,Smartphones,14346.53,12464.51,PixelPro
251,ByteWave Headphones CT-251,Electronics,Headphones,110049.73,88431.69,ByteWave
252,PixelPro Smartphones XY-252,Electronics,Smartphones,114185.5,92066.15,PixelPro
253,PixelPro Headphones CW-253,Electronics,Headphones,103837.99,87799.29,PixelPro
254,ClearView Tablets NR-254,Electronics,Tablets,79522.02,66686.23,ClearView
255,PixelPro Laptops PQ-255,Electronics,Laptops,108189.23,93808.01,PixelPro
256,ClearView Smartphones GW-256,Electronics,Smartphones,20953.69,16128.68,ClearView
257,TechNova Headphones XJ-257,Electronics,Headphones,62658.18,51575.91,TechNova
258,PixelPro Laptops AN-258,Electronics,Laptops,80650.86,69465.94,PixelPro
259,ClearView Headphones VJ-259,Electronics,Headphones,20005.42,15302.43,ClearView
260,ByteWave Smartphones PK-260,Electronics,Smartphones,6225.27,4748.98,ByteWave
261,PixelPro Cameras ZZ-261,Electronics,Cameras,73758.49,63350.56,PixelPro
262,ByteWave Laptops LA-262,Electronics,Laptops,82821.87,64231.57,ByteWave
263,PixelPro Cameras BL-263,Electronics,Cameras,20942.24,18019.7,PixelPro
264,PixelPro Headphones VV-264,Electronics,Headphones,76662.54,61348.78,PixelPro
265,ByteWave Smartphones YA-265,Electronics,Smartphones,105410.94,88475.91,ByteWave
266,PixelPro Smartphones ZQ-266,Electronics,Smartphones,24120.29,19038.02,PixelPro
267,ByteWave Headphones VZ-267,Electronics,Headphones,76981.41,66450.17,ByteWave
268,VoltEdge Cameras PR-268,Electronics,Cameras,38931.94,32961.69,VoltEdge
269,VoltEdge Laptops KY-269,Electronics,Laptops,39951.73,32562.23,VoltEdge
270,ByteWave Smartphones SG-270,Electronics,Smartphones,62534.35,53749.11,ByteWave
271,VoltEdge Tablets YC-271,Electronics,Tablets,76004.43,67817.7,VoltEdge
272,ByteWave Headphones EO-272,Electronics,Headphones,22715.33,18319.92,ByteWave
273,ByteWave Smartphones MD-273,Electronics,Smartphones,45670.43,38695.14,ByteWave
274,TechNova Laptops WT-274,Electronics,Laptops,89295.99,72352.71,TechNova
275,VoltEdge Laptops YO-275,Electronics,Laptops,103111.38,80435.91,VoltEdge
276,VoltEdge Tablets OB-276,Electronics,Tablets,36929.56,29967.06,VoltEdge
277,ByteWave Headphones QM-277,Electronics,Headphones,15081.43,11498.13,ByteWave
278,TechNova Cameras ZV-278,Electronics,Cameras,118978.72,99121.07,TechNova
279,VoltEdge Tablets RE-279,Electronics,Tablets,92599.21,72136.25,VoltEdge
280,TechNova Cameras XR-280,Electronics,Cameras,113307.02,90985.57,TechNova
281,PixelPro Headphones WP-281,Electronics,Headphones,10243.09,8189.48,PixelPro
282,TechNova Smartphones GZ-282,Electronics,Smartphones,25849.62,21062.48,TechNova
283,ByteWave Smartphones RI-283,Electronics,Smartphones,92453.86,80537.5,ByteWave
284,VoltEdge Smartphones VB-284,Electronics,Smartphones,118256.25,98018.81,VoltEdge
285,VoltEdge Tablets HQ-285,Electronics,Tablets,42611.16,33051.89,VoltEdge
286,VoltEdge Laptops LL-286,Electronics,Laptops,71841.94,59473.68,VoltEdge
287,ByteWave Headphones QC-287,Electronics,Headphones,68162.08,56836.62,ByteWave
288,TechNova Tablets GM-288,Electronics,Tablets,69146.58,55369.24,TechNova
289,PixelPro Cameras BW-289,Electronics,Cameras,66940.34,55960.61,PixelPro
290,PixelPro Tablets UY-290,Electronics,Tablets,6952.49,5349.84,PixelPro
291,ByteWave Headphones UB-291,Electronics,Headphones,68001.39,51622.56,ByteWave
292,VoltEdge Headphones MG-292,Electronics,Headphones,124750.03,105712.33,VoltEdge
293,ByteWave Laptops HY-293,Electronics,Laptops,8549.21,7079.03,ByteWave
294,TechNova Tablets KM-294,Electronics,Tablets,96961.08,81188.9,TechNova
295,ByteWave Tablets QC-295,Electronics,Tablets,92604.89,83297.92,ByteWave
296,PixelPro Cameras TB-296,Electronics,Cameras,39853.28,34471.45,PixelPro
297,TechNova Laptops AH-297,Electronics,Laptops,114151.03,101963.68,TechNova
298,TechNova Laptops ZI-298,Electronics,Laptops,86237.32,74790.34,TechNova
299,ByteWave Smartphones RU-299,Electronics,Smartphones,99147.75,87903.24,ByteWave
300,ByteWave Headphones VV-300,Electronics,Headphones,123691.37,97530.28,ByteWave
301,VoltEdge Tablets QM-301,Electronics,Tablets,52591.21,40722.75,VoltEdge
302,VoltEdge Cameras XB-302,Electronics,Cameras,66035.31,57146.93,VoltEdge
303,TechNova Smartphones EQ-303,Electronics,Smartphones,30678.83,26752.99,TechNova
304,ByteWave Headphones VN-304,Electronics,Headphones,10998.96,8300.2,ByteWave
305,TechNova Laptops UQ-305,Electronics,Laptops,116258.03,87282.32,TechNova
306,VoltEdge Cameras HU-306,Electronics,Cameras,51945.28,40842.72,VoltEdge
307,VoltEdge Laptops TG-307,Electronics,Laptops,102715.81,88986.19,VoltEdge
308,TechNova Cameras TQ-308,Electronics,Cameras,75745.73,61580.3,TechNova
309,VoltEdge Smartphones AU-309,Electronics,Smartphones,110172.76,94766.2,VoltEdge
310,ByteWave Tablets ZS-310,Electronics,Tablets,111538.52,84395.87,ByteWave
311,PixelPro Tablets SJ-311,Electronics,Tablets,101951.45,81735.87,PixelPro
312,VoltEdge Cameras IM-312,Electronics,Cameras,14525.4,12182.92,VoltEdge
313,ByteWave Headphones AQ-313,Electronics,Headphones,9902.81,8121.39,ByteWave
314,ClearView Cameras YR-314,Electronics,Cameras,17245.73,13207.26,ClearView
315,TechNova Cameras VL-315,Electronics,Cameras,11443.56,8783.67,TechNova
316,VoltEdge Cameras NK-316,Electronics,Cameras,103786.4,87993.08,VoltEdge
317,VoltEdge Smartphones TZ-317,Electronics,Smartphones,108603.64,85787.48,VoltEdge
318,ClearView Headphones JA-318,Electronics,Headphones,106920.39,82318.64,ClearView
319,ByteWave Laptops TS-319,Electronics,Laptops,105278.61,83736.43,ByteWave
320,ClearView Smartphones NB-320,Electronics,Smartphones,78851.98,62063.8,ClearView
321,VoltEdge Cameras YL-321,Electronics,Cameras,120319.15,99886.49,VoltEdge
322,PixelPro Smartphones MP-322,Electronics,Smartphones,103213.58,89352.64,PixelPro
323,ClearView Smartphones UD-323,Electronics,Smartphones,71297.99,56076.2,ClearView
324,PixelPro Tablets CC-324,Electronics,Tablets,38731.61,31274.26,PixelPro
325,TechNova Laptops RN-325,Electronics,Laptops,80449.44,69269.34,TechNova
326,ByteWave Tablets GE-326,Electronics,Tablets,98361.29,86946.75,ByteWave
327,TechNova Smartphones YY-327,Electronics,Smartphones,120522.03,102289.36,TechNova
328,ByteWave Tablets VK-328,Electronics,Tablets,16403.68,12457.21,ByteWave
329,PixelPro Tablets QF-329,Electronics,Tablets,118623.04,103800.3,PixelPro
330,TechNova Tablets SG-330,Electronics,Tablets,74442.63,63136.1,TechNova
